"TOKEN";"REFTEXT"
"SUMSO119OG";"An unstoppable juggernaut late in the battle, this armored spearhead is built for high-intensity tank warfare. Its expensive state-of-the-art Soviet tanks, air, and special forces take time to build up in sufficient numbers."
"SUMSO157";"A Soviet mobilization division based in the Crimea filled with mothballed equipment and reservists. An eclectic mix of weaponry, including Soviet Navy assets, can give this defensive battlegroup’s untrained mass of infantry a surprising punch on the battlefield."
"SUMSO17TDG";"A Soviet reservist mobilization division with an eclectic arsenal of older tanks, artillery, and even World War II-era assault guns. Best used in close-range defensive fights,"
"SUMSO25TD";"Armored superiority for this Soviet tank division comes in the form of massed T-64s. A unique but unbalanced organization results in deficiencies in logistics and infantry, which are offset by artillery and heavily armored recon troops."
"SUMSO27G";"With the latest Soviet Army equipment at its disposal, this modern combined-arms battlegroup merges plentiful mechanized IFVs and infantry with potent artillery. Its high-end units are powerful, but limited in number. "
"SUMSO2G";"This honorific Moscow-based formation is a highly motivated infantry division with access to some of the most advanced units of the Soviet Army. The straightforward combined arms approach sees its well-trained Gvardeitsy squads team up with state-of-the-art T-80U tanks."
"SUMSO31TD";"An arsenal of T-72s, along with numerous infantry, allows this Soviet tank division to hold any territory it gains comfortably. Air and helicopter support might be meagre, but artillery more than compensates."
"SUMSO336";"This elite Soviet naval infantry division excels at spearheading amphibious assaults on contested shores. Strong “Black Death” infantry, capable tanks, and potent air support make up the division’s offensive firepower on the battlefield."
"SUMSO35VDV";"This well-trained Soviet air assault division excels in fast-moving operations and aggressive opening attacks. It contains a high ratio of Forward Deployable mechanized vehicles, light but heavily armed, supported by special forces and advanced Ka-50 attack helicopters."
"SUMSO39G";"An archetypal Soviet motorized rifle division, with a balanced arsenal across its armored, helicopter, and mechanized infantry forces. This battlegroup performs equally well in offensive and defensive operations."
"SUMSO56VDV";"A versatile half-mechanized Soviet air assault division with numerous veteran soldiers, Spetzaz special forces, and a host of unorthodox field-modified vehicles. With unrivaled battlefield mobility, this battlegroup's arsenal is equally colorful as it is powerful."
"SUMSO6GOB";"A Soviet combined-arms battlegroup with key East German support. An array of cheap bombers and infantry, with a few airmobile troops, allows it to fight well in urban or rugged terrain. Air defense, with its long-range AA units and interceptors, is another strong point."
"SUMSO76VDV";"With an emphasis on mechanization, this Soviet airborne battlegroup relies on its state-of-the-art armored vehicles and air cover for its battlefield firepower. Light but hard-hitting, the battlegroup lacks in air assault capabilities and helicopter gunships."
"SUMSO79G";"A top-notch armored division capable of brute-forcing its way through stiff opposition. From main battle tanks to heavy bombers, this Soviet battlegroup takes time to build up its strength on the battlefield."
"SUMSO94";"A lavishly equipped Soviet mechanized infantry division deploying earlier variants of the T-64s in great numbers. Further backed by powerful recon and combat engineers, the battlegroup lacks in supporting arms, critically so in helicopter and air support."
"SUMSOV1G";"A renowned Soviet Army formation in which regular and reserve forces work in close cooperation. Cheap T-72s and infantry shield the division’s arsenal of powerful anti-tank units, but with few ways to mask an attack, care should be taken on the battlefield."
"SUMSPA1DM";"This Spanish light cavalry division relies on its fast recon forces to aggressively seize territory early in a battle. Hold gains with cheap armor and wheeled tank destroyers, backed by capable supporting arms and air cover."
"SUMSPA2DM";"This light Spanish motorized division is centered around the BMR APC and fast infantry units. The lack of forward deployment options is compensated by a plethora of light armor and recon, backed by a well-balanced selection of artillery."
"SUMUK1AD";"A heavy brawler, this British armored division deals damage with its advanced long-range ATGM carriers, while its more than capable tanks advance under fire. Air cover is likewise formidable, from air defense to closer air support."
"SUMUK2ID";"This British division is strong in the early battle due to its airmobile troops and powerful SAS special forces. Battlefield mobility is excellent, as is its infantry, which should be used to create a long-lasting defense in depth."
"SUMUK4AD";"This British armored formation has a well-balanced arsenal of competent infantry, armor, and air support. It can outlast the enemy in any scrappy brawl, as long as the division’s mix of older equipment is put to good and careful use."
"SUMUKBerl";"This multinational infantry division under British command is honed to fight on urban battlefields. Strong in early recon pushes, defense is the battlegroup's strength, with stealthy strikes and massive raids by its potent bomber force keeping the enemy at bay."
"SUMUKHDR";"The Queen’s Guard is one of the many unusual units in this unique composite but highly motivated London-based defensive garrison, which also includes counter-terror SAS squads and ceremonial artillery guns."
"SUMUKMNAD";"The multinational mix of various NATO airmobile units, each with a well-balanced roster of paratroopers, infantry, and vehicles. This light but flexible airborne division is equally comfortable in close-combat operations as in long-range defense."
"SUMUS101AB";"An excellent roster of airmobile infantry and special forces form the beating heart of this hard-and-fast American airborne battlegroup. Favoring early aggressive pushes, a powerful flying arsenal of helicopters, gunships, and aircraft backs up the boots on the ground."
"SUMUS11ACR";"With excellent recon, tank, and air units, this mechanized battlegroup is best used offensively. Aggressive tactics early on can derail enemy plans, all the while the division builds up to unleash scores of M1A1 Abrams for a mighty late-battle armored push."
"SUMUS1CAV";"The distinguished American division fields a wide array of capable tanks, further bolstered by British armor. With few infantry, this Anglo-American battlegroup deploys several unique Abrams and Bradley variants, dominating the open range."
"SUMUS24ID";"Bolstered by a core of regulars, this American mechanized infantry division can also deploy National Guard units, giving commanders access to numerous cheap but strong forces. Air power is especially formidable, with the F-15E Strike Eagle more than capable of picking off high-value targets."
"SUMUS2MAR";"An uniquely distinct American battlegroup, the iconic USMC expeditionary task force fields a potent mix of marines, air, recon, and helicopter forces. Logistics and heavier arms, such as artillery and tanks, are on the light side, however."
"SUMUS35ID";"A well-rounded National Guard battlegroup, in which numerous second-generation M60A1 main battle tanks can be deployed en masse. Excellent air defense and ground strike aircraft act as potent force multipliers. "
"SUMUS3AD";"The tip of the spear, this offensively geared American division contains powerful high-end armor, IFVs, and aircraft. Slow to open, expensive to deploy, and with small infantry squads, the battlegroup's full potential typically unlocks late into a battle."
"SUMUS6LID";"A mix of airborne and reserve infantry fills up the ranks of this defensive-minded Arctic Warfare battlegroup. Lacking heavy armor, the American multi-service division’s very powerful air support is the ticket to victory."
"SUMUS82AB";"First to fight, this American airborne division prides itself on opening strong with Forward Deployed paratroopers and excellent recon vehicles. Supported by top-end aircraft and helicopter forces, this light battlegroup should avoid being cornered by combined-arms opponents in unfavorable terrain."
"SUMUS8ID";"A strong combined-arms American battlegroup, with an edge in infantry and Ranger squads, supported by potent artillery and air units. While the division lacks speed, its firepower is more than capable of bleeding the enemy dry over time.  "
"SUMUS9Mot";"This high-tech American motorized division dominates the fight with hit-and-run attacks and ambushes. Mobile wheeled ATGM destroyers allow the versatile but light battlegroup to fend off enemy armor, with its National Guard contingent providing additional staying power."
"SUORAXRAFL";"I./Artillerie-Brigade 40"
"SUPFWZYTJK";"MARINIER CMG"
"SUQBCGIDAE";"M70"
"SURTQEQWEO";"4-11th Arm. Cavalry Rgt."
"SUTZHQKJQP";"T805 vz.53"
"SUVJICIZWT";"Kobra"
"SUXOGRJEPT";"BLG66 Belouga"
"SUYFIUOPKW";"3-103. TP"
"SVBDRQTFJY";"#US  41st Field Artillery Brig."
"SVCKWDTODY";"3M9M3"
"SVEHBMUYZL";"19. MOTOSTRELECKA DIVIZE"
"SVHMUBUEGP";"DESANT. SAPERI"
"SVIFBYYFQL";"2-MSR. 2"
"SVRKQGDWAZ";"AKM"
"SVTLKFSYHP";"VKK 421"
"SVVHZSLYZY";"AUFKLÄRER"
"SVVTOBCRXD";"#PACT Kom.-CGV"
"SVYYFITWJW";"M1025 HUMVEE G/VLLD"
"SWAEPDCBHE";"4 DIVISIE OFFICIAL BATTLEGROUP"
"SWBUVULVYM";"A-37B [NPLM]"
"SWBVZQWSYI";"R-73"
"SWFVZJBLNA";"NIEB.BERETY PT-76BD"
"SWJKNGDPFW";"Flugabwehr-Rgt. 300"
"SWLKBORADJ";"T-64RK"
"SWOESKMZMF";"5E DIVISION BLINDEE"
"SWOMKRBJGK";"L7A3"
"SWOMPRVSIW";"CN-105 F1"
"SWPIKAMRSW";"1ST ARM. DIV. OFFICIAL BATTLEGROUP"
"SWQQOCWMZO";"3-166-y  Gv. MSP"
"SWRZNPQPMT";"LEOPARD 1A5-DK"
"SWTGFKUZYN";"EMCFFA/1CA"
"SWTSBGQWBZ";"No. 3/4 Squadron"
"SWTZRHPAPQ";"2-7 Bah"
"SWWJNYPSSG";"PzGren.-Bat. 301"
"SWXBETIJON";"T148"
"SXATWWYSVI";"9. PANZERDIVISION"
"SXEKPTNVKC";"M113 I-TOW"
"SXHAPEUTBA";"W-3W SOKOŁ [AA]"
"SXHFUVVURL";"An infantry assault squad is specialized in close-range combat in urban or built-up terrain."
"SXHHEDZUGP";"MARSOUINS (APILAS)"
"SXJRJLZBUU";"10-YA GV. TANK. DIV."
"SXJXLURWNC";"M109G"
"SXLPEXVKMR";"JYSKE DIVISION"
"SXLPYGVLUU";"2. Motostřelecká Divize"
"SXNTUDPRXR";"#CZ 7. Tankový Pluk"
"SXPFPGCVZJ";"V,/AR-9"
"SXSXPGRRRN";"DSh. PKM"
"SXTHSHXDHW";"III./MSR. 23"
"SXTSOSXZSZ";"KS-23"
"SXWFBSEISC";"F-104G [AA]"
"SXXCJMPXYU";"Esc. de Chasse 4/11 Jura"
"SXZMBFTTEK";"VELITEL MOTOSTŘELCŮ"
"SYAYVGVIND";"1st Engineer Bat."
"SYCITRERCJ";"Type 69"
"SYEDXXBNYM";"3-52-y Gv. Art. Polk"
"SYEPXJWRGN";"AB M1025 HUMVEE CP"
"SYFFZPWMBM";"PIONIERS"
"SYHCNYOVQU";"An incendiary rocket launcher is a specialized man-portable weapon capable of firing incendiary or thermobaric warheads. The warhead is often confused for napalm, but the incendiary rocket launcher in many ways better resembles a stand-off flamethrower. 

Incendiary rocket launchers are effective against enemy infantry and buildings."
"SYHHJLJCYQ";"ARM. RIFLES"
"SYJDEQLTMI";"MFRW BM-24M"
"SYKVIGDFAL";"K.d.A. SCHÜTZEN."
"SYNKVSSECA";"D-10T2S"
"SYPQEANAOT";"27-YA GV. MOTOSTRELK. DIV."
"SYREKLYUHQ";"PZ.BEF. LEOPARD 2A4(C)"
"SYSCKXSEWJ";"Groupement Génie"
"SYWMFZFABK";"WACH. AUFK."
"SYWQWSGCDP";"S-25LD"
"SYXUQAABLS";"1 gb 100 pz"
"SYYAPKUVBI";"FELDJÄGER"
"SYYSZROGDK";"#SOV 40-y Tank. Polk"
"SYZSSZLBUZ";"4-2nd Arm. Cavalry Rgt."
"SYZVJEYQBN";"A-222"
"SYZVWQXMOY";"AH-1F COBRA"
"SZCOCRJKDU";"T-80B"
"SZDBRMISSA";"25-YA GV.TD OFFICIAL BATTLEGROUP"
"SZDWBVLOSV";"RAPIER FSA"
"SZEGMYMNCK";"UH-1N ACP"
"SZENGXUDAU";"2-103. TP"
"SZEQLVMKJW";"DSh. FAGOT"
"SZGENWCFTK";"2S9 NONA-S 120mm"
"SZHRKYDDXU";"USMC AAVC-7A1"
"SZJIYJDBEF";"Kh-28"
"SZKLCJLYOW";"Prime Mover"
"SZNGAXYVQO";"DESANT. UAZ-3151 SNAB."
"SZPNANMQNB";"SS.11"
"SZQCDJMZPU";"M270 MLRS [CLU]"
"SZRRFAFANC";"AUVERLAND A3 MILAN"
"SZSRQJBSTK";"CENTURION Mk.V/2 DK"
"SZZOYBFKQW";"2-375-y Tank. Polk"
"Supply";"Supply Truck"
"Support";"Multiple Rocket Launcher System"
"TACIIIHFDV";"C1"
"TAIKJUKLBK";"CETME C"
"TANGJJSVLC";"79-YA GV. TANK. DIV."
"TAOTTFDDYH";"TOPAS-2A"
"TASQETNXGQ";"Token inexistant JMHUUZQJUQ dans SERIOUS_Localisation_Unites"
"TATYSJKHOO";"84 pz"
"TATZFZUVYM";"82ND AIRBORNE DIVISION"
"TAWKNWKNGS";"BFA-230"
"TAYHMMFFLW";"VOLVO N10 LOG."
"TAirport";"Airport"
"TBBGZWPFZM";"SPETSRAZVEDKA"
"TBDVAQNIUS";"AMX-13 VCI 12,7mm"
"TBFULWVLEP";"MOR. BTR-80"
"TBIGFRMHUM";"2ND MAR. DIV. OFFICIAL BATTLEGROUP"
"TBIUXUJVYU";"2. PZ.GRENADIER-DIVISION"
"TBIYTNTIRI";"VAB PM-81 LEGION"
"TBKUZXLSFO";"DESANT. PLAMYA 30mm"
"TBNHPJVDDO";"Panzer-Bat. 544"
"TBOFTRMBDK";"DESANT. ZUR-23-2S JOD"
"TBPLXSHYFD";"13. Tanková Divize"
"TBTVOBCLLJ";"SKOT-2AM"
"TBVHXOETBF";"#RFA  III. Korps"
"TBYNORYZUL";"CH-47C SUPPLY"
"TBYUAZUNIF";"M2HB x2"
"TCAQZQTJFP";"2-34th Armored"
"TCCSPCCCXE";"AIRMOBILE LDR."
"TCEDOVSSZC";"Mi-22"
"TCFHROTETO";"4-35-ya Gv. DShB"
"TCMATFCCCY";"KS-19M"
"TCQEKUTDHB";"MT-LBu"
"TCRXEWZJHN";"TOA RECO."
"TCTIULMKUD";"247mm"
"TCVOWLUINV";"CHAIKA"
"TCWVXUOPPG";"R-330T TARAN"
"TDAUQLMVEA";"M47E1"
"TDBQUOJHKD";"13-y Razvedka Bat."
"TDBZVHATMX";"2-32 pz"
"TDCHZBFXCF";"WP-8Z"
"TDCLAEMRHO";"CATI"
"TDDGXDWPZW";"SRAAW (M)"
"TDFBGEUHCX";"#SOV 375-y Tank. Polk"
"TDGDWOXFKY";"144 Afdva"
"TDHSIYEHBT";"SPW-40P2 STRELA-1"
"TDIPGUVQKM";"UNIMOG U1300L"
"TDJKFNVBQG";"BK90/L40"
"TDKEIAGNOM";"M249"
"TDKVFJUYNE";"UPK-23-250"
"TDMRSLJMHK";"PzArtillerie-Bat. 75"
"TDMXQNZSDA";"MECH. FUSILEROS"
"TDOFATBEMC";"M72A1 LAW"
"TDPWNDUBQL";"9e Génie"
"TDRFFPDZVU";"DELTA"
"TDRVJSGIAS";"I./PR-15"
"TDUKGTUFXN";"1-151st Attack Helo. Bat. (NG)"
"TDZAGQFYFL";"GRENADIER-VOLTIGEURS"
"TDZJXLGAIA";"SAXON"
"TDZSQVHZVK";"AZP-23"
"TDZTXSDBRI";"M113A1 MUN."
"TEAJXOCGBZ";"BEDFORD MJ SUPPLY"
"TEAYAKVMTY";"ZPU-2"
"TEELHVUVHO";"2A17"
"TEFUQAIOXF";"FJB40-LStR40"
"TEKFWEHYOI";"Su-22M4 [RKT2]"
"TEKKARDQIY";"D-10T2S"
"TEKNKRNBGD";"2-295-y Gv. MSP"
"TEMPAXBQFK";"AB FIRE TEAM (DRAGON)"
"TEPJPKKGDC";"M109A2"
"TESTSTRAT1";"TEST STRATEGIC"
"TESTSTRAT2";"TEST STRATEGIC PLANE"
"TETINRLNHI";"MOBILIZED"
"TFGFFGPIYS";"FIRE TEAM (DRAGON)"
"TFLUMDMELP";"GREEN BERETS LDR."
"TFMEVJEBRO";"EM-12e DBL"
"TFMLUTSUPX";"Madsen"
"TFNZGZCBBT";"PARA. ECLAIREURS"
"TFPCYMKWWK";"BTR-40B"
"TFUJKVLWOI";"MiG-29 [AA1]"
"TFXVJDBDSQ";"VBRG"
"TFYRMCEOYF";"INGENIØRER"
"TGEPUJDPFL";"1-332-y Gv. Tank. Polk"
"TGESJOVAWL";"Fs-FÜHRUNGS ILTIS"
"TGGLXTAMXF";"ECLAIREURS"
"TGHFGIYGKI";"MOR. SAPERI KOMROTI"
"TGHPBFCRAP";"HSS.804 20mm"
"TGITLCGGCD";"Assault squads are infantry specialized in short-range combat, particularly in urban terrain."
"TGJLFHMDKK";"Jäger-Bat. 541"
"TGOGHJFJSA";"ZSU-23-4M1 SZYŁKA"
"TGOLAVPBVF";"#DDR 22. Panzer-Rgt."
"TGPOAOEPFM";"20. PPR"
"TGTOBDIDKN";"LATAMB1"
"TGWFHGAVAR";"1er RCAM"
"TGWJCWRLFR";"78th Tac. Fighter Sq."
"TGWXACQYYJ";"2A64"
"TGXKUUMJEM";"M168A1 Vulcan"
"THADLQVNDQ";"MT-12"
"THDEIKSMEB";"ALPHA JET A [RKT]"
"THDEWVKNZI";"Security units increase their Optics and spotting abilities to Good when not moving. They remain classified as Infantry. "
"THFMHCDEIO";"Mortar"
"THLUJELDMC";"1-JagdG 74"
"THOCKLGISD";"PLK čs 57mm"
"THRUBJLEUJ";"BATTLE RIFLE"
"THVXBQRFVN";"3-51-y Gv. Tank. Polk"
"THWOAZQTOB";"5. Panzer Challenge"
"THYOSIEJSZ";"2-38. DP"
"TICVSKKWIS";"#SOV 240-y MSP"
"TIDKVZHKFD";"15. RESERVE-PANZER6RGT."
"TIIZGHKMLO";"L7A3"
"TIJGYQWXNO";"CH-136"
"TINTBPVBZT";"USMC ENGINEERS"
"TINVGNLPBH";"ROVER KMAR"
"TIOSKIDJIC";"D-20"
"TIWJVGOAJQ";"PzArtillerie-Bat. 35"
"TIWQILOHJT";"#RFA VBK 45"
"TIWSIKZLPV";"PANCÉŘOVNÍCI"
"TJAMALBZZP";"Zgrupowanie Desantowe"
"TJCCTSTKWI";"BVP-1K"
"TJCECMYBFH";"HUSSARDS-PARA."
"TJCEIFEHYT";"SUBMACHINE GUN"
"TJEIZZAGIM";"DESANT. PULEMETCHIKI"
"TJFOATBNKZ";"H.D.R. LONDON OFFICIAL BATTLEGROUP"
"TJGBDKOZNS";"M151 MUTT CP"
"TJMQDBXFVX";"Esc. de Chasse 3/3 Ardennes"
"TJPLYJKDPC";"CH-135"
"TJPOUGQZCB";"Fs.-WOLF FÜH."
"TJQIVKWGYE";"M-30 122mm"
"TJRVFXGQDQ";"32nd Air Defense Group"
"TKAFADKEIB";"I./PR-10"
"TKARFLBMOU";"M693 F1"
"TKDWJLNERL";"#DDR  Militärbezirk III"
"TKFPINZRWP";"2-52-y Gv. Art. Polk"
"TKJYFCDDME";"#CZ 8. Tankový Pluk"
"TKKLQQMFDL";"F-16A [HE]"
"TKKLRUDJJK";"2-390-ya Gv. Art. Brigada"
"TKNJLGNUTX";"103 Verkbat"
"TKODTUYNUF";"MiG-23BN [KMGU]"
"TKOHPJWBRH";"RAZVEDKA"
"TKPHCIVHWN";"FK20-2 20mm ZWILLINGE"
"TKPXWLNVCG";"EERSTE LEGERKORPS"
"TKRSAVHTKZ";"9M14P Malyutka-P"
"TKTCPLHXXC";"Python 3"
"TKTPFOEHYG";"FLAMETHROWER"
"TKXMVXFSOH";"M68A1 (XM900E1)"
"TKYCQOXMIT";"Armored vehicle designed to carry infantry into battle and provide direct-fire support. The Infantry Fighting Vehicle (IFV) is typically armored and armed with potent weapons, including ATGMs. This allows them to be effective against an array of ground targets, from enemy infantry to tanks."
"TKYDIUKJZV";"D-30 122mm"
"TKYHJNTIJG";"2-50 pz"
"TKYZTXRYWS";"34 pdes"
"TLCHPBTRPF";"2S12 120mm"
"TLDNSESSBS";"AH-1F TOWCOBRA"
"TLGQFELWXB";"3-95-y Gv. Tank. Polk"
"TLKJMAZYKI";"A.109HA-1"
"TLLQGGIMGQ";"FRR-7"
"TLPQIPWMHE";"TOW"
"TLRHDVQNGX";"32-y otd. Tank. Bat."
"TLWXLTXOPH";"SVO"
"TLXIWJKWEJ";"I./MSR. 18"
"TMDDJFRVCG";"Malyutka-M"
"TMGZDTBMCH";"Sa Vz.58P"
"TMIWDGIPVC";"MiG-23BN [CLU]"
"TMJINUJQHK";"171. Plrp"
"TMQNGCDEVK";"421TFS"
"TMRLYZQNJW";"LEGION.-SAPEURS"
"TMSATJEDJS";"C.12 [CLUS]"
"TMTERLOSCQ";"DESANT. GAZ-66 ZU-23-2"
"TMWQFFIFMS";"SCHWIM.PZ. PT-76B"
"TMZRWIXZWI";"DA-Zgr. Des."
"TMZXDBVSDY";"OTDELENIE PODDERZHKI"
"TNBEULDFOG";"248-y (MLRS) Polk"
"TNGVVXGGHC";"MOR. STRELA-10M"
"TNMOJAMIRF";"35TH INFANTRY DIVISION (MECH.)"
"TNOZENIXHA";"TRM-2000 TARASQUE"
"TNUHRQNZBF";"REZ. BS-3 100mm"
"TNWIYYSRTM";"ASh-78-3"
"TOAGVNJXPI";"104 Verkbat"
"TOBEDPXBXD";"409TFS"
"TOBPXEUXZE";"Su-17M4 [RKT]"
"TOCQBCTZUP";"BM-43"
"TOCZLPKMIM";"BMD-2K"
"TOESQGZLAD";"ASPIDE TOLEDO"
"TOFHWGIMZX";"FR-F1"
"TOFZIZMLWF";"1-8 pcz"
"TOHHRCNZLE";"11 prplot"
"TOLPYDJMQX";"OT-65 RL"
"TOMGLEJKRZ";"4-68th Armored Bat."
"TOVCKJKZIO";"CLKA"
"TOWEHUBUYP";"M198"
"TOXPDIIVGF";"MB 1017"
"TPBTLSBOKN";"Aufk.-Bataillon 17"
"TPIXUWGYJL";"UNGUIDED BOMB"
"TPKLTVMNCS";"III./MSR. 16"
"TPNDHLQAYO";"#RFA  15. Panzer-Brigade"
"TPNMSQRTJR";"Reservist"
"TPNOOEQZDA";"RIFLES PATROL"
"TPSHPLBYJX";"12 Tkbat"
"TPUTQGEHNV";"Kar 98K ZF"
"TPWGORIIPD";"CL-289"
"TQALOBBCQT";"vz. 53"
"TQATCLYPLW";"3-62-y Gv. Tank. Polk"
"TQDXQDMIFZ";"300mm"
"TQEYORJHEU";"2A45M Sprut-B"
"TQFYOEIPLP";"15 DYWIZJA ZMECH."
"TQGCLPAQXJ";"AUFKLÄRER"
"TQGOYIBOPP";"4-4th Cavalry Rgt."
"TQIINIQSZN";"M113A1 VERK."
"TQJQTUJYUD";"AML-90"
"TQKWIGBXUL";"JOH-58C"
"TQMSAOOKAT";"URAL-4320 ZU-23-2"
"TQNEOVJBFS";"BTR-50PK"
"TQNHPRVXEO";"1-66th Armored Bat."
"TQNVBKFDPT";"2A36"
"TQPBIFCLHA";"MAG"
"TQRHCLPRRJ";"25 pcz"
"TQTFTRFOWZ";"BERLIN RIFLES"
"TQUMUBRSBF";"20 DIV. PANCERNA"
"TQVNNJWLUA";"TOPAS-2AP"
"TQXOUBMPUD";"1 Para Bataillon"
"TRHPSBZSRZ";"PALR MILAN 2"
"TRICEUGFKK";"S-13"
"TRLMPSIPFC";"Fs-EINSATZGRUPPE"
"TRMFZAFGLF";"AMX-30EM2 SABBLIR"
"TRMXXAUDCM";"M462 (supply)"
"TRRMZKUOLC";"Bofors L/60"
"TRTDVWKQUB";"Invar"
"TRWGBWMTEA";"Flugabwehr-Rgt. 230"
"TRWZTXYOHF";"FORMOZA"
"TRYTEHDJSR";"3-2nd Arm. Cavalry Rgt."
"TSHOGYCOOK";"GAZELLE AH.1 CP"
"TSQTHTXUJO";"GAZELLE HOT 2"
"TSQUAAPXLS";"Eryx"
"TSRDYOQFEI";"FÜPZ. T-54AMK"
"TSSTHAFZVN";"L7A3"
"TSULIAWOVS";"1-73 pcz"
"TSVSKLPAXI";"M-109A1B"
"TSVZPHOVBU";"Electronic Warfare"
"TSWJDEDBGQ";"AV-8B HARRIER II [TRM]"
"TSZUBGAFHW";"Jäger-Bat. 77"
"TTDTYJMPZJ";"S-53"
"TTHFPULZNS";"This unit is composed of law enforcement, civilians, or paramilitary personnel, raised to active duty to support a nation’s regular military. While trained, they typically lack front-line combat experience or instruction in heavy weaponry and equipment."
"TTJSAFIGSN";"M47 DOZER"
"TTKKJMWGPA";"This unit is composed of soldiers who are highly motivated, well-drilled, or politically indoctrinated. Going into battle with plenty of enthusiasm, these eager troops will endure even the hardest battlefield conditions in stride."
"TTLFBSXFFG";"#SOV 138-y otd. Tank. Polk"
"TTLFGHGBHA";"BRDM-2U"
"TTRBSAYZQM";"BERLINER GRUP. OFFICIAL BATTLEGROUP"
"TTVEYMBZFB";"BMD-3"
"TTWARAVBFQ";"N.G. REDEYE"
"TTYQBAIHUI";"Bombs"
"TTYXGDLYCT";"CG2CA"
"TTZKUNQXKJ";"Su-27S [AA2]"
"TUAUFUMNKN";"R-13M1"
"TUHFRAMZXN";"FK20-2 20mm ZWILLINGE"
"TUHGUOLNXZ";"6-YA OG MOTOSTRELK. BRIG."
"TUKAFNJTOD";"M-46"
"TUMXAZOPFO";"GAZELLE CANON"
"TUQYSHXIIU";"Mi-2"
"TUTSOGFLCK";"3-67. MSP"
"TUUXRFRGCU";"TOW-2"
"TUVQGSSLVV";"Stab-5. Panzerdiv."
"TUWBRUTMXR";"AIRMOBILE"
"TUZAMVZNFC";"PARA. M40A1"
"TVABMECNRW";"PIONIER"
"TVDJXAMVCL";"M21"
"TVFYQTBVDC";"cas"
"TVHOYVUTSY";"JÄGER AUFKL."
"TVIMMLBMOM";"4-385-y Art. Polk"
"TVKFDZLZYB";"Mi-24D [AT]"
"TVLMXNVGIF";"1-33 pz"
"TVOAHYRTTO";"1-27 pz"
"TVODWBMGQZ";"(1-8th GA MLRS)"
"TVQLARLEKW";"DD-10 DZ"
"TVTAHXGQLR";"MOR. 9K55 GRAD-1"
"TVVATXCNPV";"III./AR 17"
"TVXDETKWEV";"A small, hand-held explosive that can be thrown by an individual soldier.
Grenades can be encountered in many shapes and sizes, including fragmentation anti-personal, smoke grenades, gas, or even anti-tank grenades. As extremely close-range weapons, they are used in various combat situations, including clearing houses or bunkers, thrown into vehicles, or as boobytraps. Due to proximity and sometimes large blast radius, grenades are often equally dangerous to the user as to the enemy. "
"TVXZDGMUSM";"9A51 PRIMA"
"TWAKYXXWFE";"FALLSCHIRM. FÜH."
"TWAVATUXYX";"PZ.AUFKLÄRER"
"TWBSNJRXIG";"K.d.A. AUFKLÄRER"
"TWEITWICZD";"I-HAWK"
"TWGUQYHYIZ";"#CZ 3. Motostřelecká Divize"
"TWHRTATZZG";"N.G. OH-58A"
"TWMUDEUBXJ";"CHIEFTAIN MK. 10"
"TWMUJDXNDF";"A submachine gun is a quick-firing, short-range firearm.
Submachine guns (SMGs) fire smaller cartridges, most often used in handguns, which allows for a more compact and easier to wield automatic weapon. This also means their stopping power and range are less than a heavier assault rifle. Rear-echelon troops or vehicle crews frequently field submachine guns as a personal defense weapon. "
"TWNQWAQLEZ";"SAS"
"TWPJEPNNUZ";"AIM-9N"
"TWRXOGEVSY";"DESANT. 2B9 WASILOK"
"TWUGIFYFQE";"MK-77"
"TWUMKONBDV";"1er Chasseurs Ardennais"
"TWUNXZAQWO";"TOW 2"
"TWXTEEYLYD";"M-43"
"TWYXBMZMDI";"4-308-ya Artilleri. Brigada"
"TWZUBLSWRO";"LuAZ-967M AGS-17"
"TXBMHTUBJH";"1-199-y Art. Polk"
"TXBPFWKNIJ";"M106 MORTAR"
"TXCGUDJXQD";"HARRIER GR.3 [AA]"
"TXELYJDQUL";"I,/KORB"
"TXFQBVMTIM";"19e Génie"
"TXHJLKHJIS";"N.G. XM1058 US-ROLAND"
"TXHSOEGRJP";"T-54BK"
"TXJSUWVGLD";"VBK 45"
"TXOHYUYGBY";"28 pułk zmech."
"TXTNNGPIUS";"4. DYW. ZMECH. OFFICIAL BATTLEGROUP"
"TXVMCBTAVP";"R-33S"
"TXVNGZJZXD";"II./AR 11"
"TXVWSNVWAC";"DESANT. LuAZ-967M KOM."
"TXWOJQJRNA";"GEBIRGSJÄGER "
"TYEQYUJZYH";" PANTSERINF. (LAW)"
"TYFZTSCTCE";"MiG-21MF [AA2]"
"TYHGEVOHRI";"3e Lanciers"
"TYHPDRYJCO";"61e Rgt. d'Artillerie"
"TYKEYRZBGH";"AKM"
"TYMBFIYWOP";"CHINOOK HC.1 SUPPLY"
"TYMUJKSIYL";"PARA. MO-81-61-C 81mm"
"TYRAVVVEMV";"BOFORS L70"
"TYRMBBMXYR";"#SOV 16-y Gv. Tank. Polk"
"TYRTAKRFGF";"HSF"
"TYTOKZEVTR";"M1025 HUMVEE CP"
"TYTUCNYMSY";"VKK 241"
"TYWIABCWNT";"AB TOW-2"
"TYXGMWOIXI";"1-288-y Gv. MSP"
"TYYFBMIUBJ";"JÄGER AUFKL."
"TYZSWZCDJY";"MOTORISED SCOUTS"
"TZAGIEZTDW";"93mm"
"TZDPQTYDWM";"2S1 GVOZDIKA"
